id,name,location,avgScore,heat,introduction,openTime,image_url,avg_score,open_time
75,淮安府署4A,江苏省淮安市淮安区东门大街38号,4.7,6.8,暂无简介,全年 08:30-17:00开放,https://dimg04.c-ctrip.com/images/0104s120008c48hut485C_D_521_391.jpg,0,
76,伪满皇宫博物院5A,长春市宽城区光复北路5号,0,7.2,伪满皇宫博物院曾是清朝末代皇帝爱新觉罗·溥仪充当伪满洲国傀儡皇帝时的宫殿，他从1932年到1945年间曾在这里居住。如今这里还原了溥仪曾经生活和工作的环境，展示着大量的史料和文物，让人们了解末代皇帝的前半生以及侵华日军的罪证。步入博物院大门，首先可看到溥仪曾经的御用跑马场和花窖。往东走是主体建筑群，在溥仪曾用于办公的勤民楼中可看到当时的御用服装，在祭祖之地怀远楼中停放着溥仪的“御驾”派克牌轿车，还可参观溥仪和皇后婉容的寝宫缉熙楼，而在同德殿中可见到电影厅、钢琴间等娱乐处所。继续往东是东御花园，在这座日式园林中可看到御用泳池和假山，以及地下的防空洞，还能去书画楼参观溥仪当年从北京故宫带来的书画珍藏。离开历史建筑群，会看到1889年美国生产的蒸汽机车头，机车对面即是东北沦陷史陈列馆，这里陈列的上千件历史文物，向人们诉说着日本侵略中国东北的史实。,04/16-10/15 08:30-17:20开放;10/16-04/15 08:30-18:00开放;劳动节 07:40-19:00开放;元旦节 08:30-18:00开放,https://dimg04.c-ctrip.com/images/0102p12000hymtm0b0D06_D_521_391.jpg,0,
77,雾凇岛,吉林省吉林市龙潭区乌拉街满族镇韩屯村3社,4.5,5.6,暂无简介,全年 06:00-16:30开放,https://dimg04.c-ctrip.com/images/0100e1200068agzrb91FE_D_521_391.jpg,0,
78,长影旧址博物馆4A,吉林省长春朝阳区红旗街1118号,0,6.4,"长影旧址博物馆位于长春电影制片厂原址上，占地面积37,549平方米，她是在完整保留1937年原“满映”建筑的基础上本着“修旧如旧”的原则修缮完成的，是记录长春电影制片厂发轫、进展、繁荣、变迁的艺术殿堂。 长影旧址博物馆包括长影电影艺术馆、长影摄影棚展区、长影洗印车间展区、长影电影院、长影音乐厅和配套的电影文化街区。她通过文物保存、艺术展览、电影互动等形式，以电影艺术展、道具展、译制片展、荣誉展、电影工艺展为主题，全景展示了长影的光辉历程和艺术成就。除了展示功能外，还为游客提供了琳琅满目的主题衍生品及电影互动项目等。",01/01-01/27 09:00-20:30开放;02/05-12/31 09:00-20:30开放;01/28 09:00-12:30开放;01/29-02/04 09:00-19:00开放,https://dimg04.c-ctrip.com/images/0101u12000iipysalB3A7_D_521_391.jpg,0,
79,松花江观光索道,黑龙江省哈尔滨市道里区通江街218号,4.5,8.2,松花江观光索道南起通江广场，北至太阳岛风景区，横跨于松花江上，是颇具名气的的观光交通工具。索道全长1156米，江中索道支架距江面70余米，乘坐在轿厢中可俯瞰松花江两岸全景，风光无限。松花江观光索道是于1997年斥巨资打造、建设的哈尔滨市重点工程之一，它引进世界资深索道设备公司奥地利多佩玛亚公司的设备，居当今国际索道高端行列。索道比邻斯大林公园、防洪纪念塔、中央大街，宛如一条玉带将松花江两岸紧紧相连。索道配有全自动全封闭8人高级吊厢19部，豪华吊厢6部，吊厢内置沙发、吧台和音响，舒适高雅，温馨浪漫。索道运行时速为1-5米/秒，急缓自如，闲庭信步间尽览北国风光与都市风情，“所到”之处风光无限。迄今为止，索道已运营二十多个年头，安全系数达到百分之百。,01/01-01/27 09:00-20:30开放;01/30-12/31 09:00-20:30开放;01/28 09:00-16:00开放;01/29 11:00-20:00开放,https://dimg04.c-ctrip.com/images/1lo6m12000fmztpfm188F_D_521_391.jpg,0,
80,延边朝鲜族自治州科学技术馆,延边朝鲜族自治州延吉市体育场环路,0,1.7,暂无简介,未知,https://dimg04.c-ctrip.com/images/0HJ4h12000g88ixko1B7E_D_521_391.jpg,0,
81,虎山长城,辽宁省丹东市宽甸满族自治县319省道与滨海公路交叉口东南,4.6,6.5,虎山长城位于丹东市东北鸭绿江畔，是明长城的较东端，现在的长城是92年在原址上修筑的，有城楼、长城、古栈道、睡观音等多个景观，景区内还有一座长城历史博物馆可以参观。整个景区与朝鲜隔江相望，可以在山上看到对岸朝鲜的村庄和人民生活的场景，还有一步跨景区和朝鲜相隔仅有几米，游客可以在此拍照留念。这里的长城长约1250米，沿长城而上栈道下来全程两三公里，可以步行游览。首先，在景区山脚大门之外遥望虎山，在山岭之间长城绵延其中已经清晰可见。这里看虎山的全貌，很像一个睡着的观音，也是景区的一个景点睡观音。进入景区后便是景区广场，也是爬长城的起点。沿着过街城楼进入长城，一路上行，会看到12座城楼，每座都气势恢宏，还可以进入观察内部细致的建筑。长城顶端的烽火台就是虎山的高处，登上这里视野开阔，可以看到对岸朝鲜的土地，还能看到对岸人民的生活作息，远眺到“朝鲜八大景”之一的朝鲜统军亭。经过烽火台之后便来到景区的古栈道，这条栈道大约有一千米，沿着虎山靠江边的石壁修建，其中还有吊桥、水帘洞等特殊路段，沿陡峭栈道下山，脚下便是滔滔鸭绿江水，十分惊险刺激，行走在此要特别小心。不过此处视野也很为开阔，眼前一直是朝鲜的村落和土地。栈道走下来到达江边，这里是景区内又一个有名的景点“一步跨”，这里是中国距离朝鲜很近的地方，仅有几米，当地人夸张的说法为一步便可以跨过去。这里有写有“一步跨”字样的石碑，可以在此合影留念。此处还有人租赁朝鲜族服装以供拍照，有兴趣可以在此咨询。从一步跨返回景区门口，附近便是长城历史博物馆，这座博物馆是我国继八达岭、山海关、嘉峪关之后的第四座以长城为主题的博物馆。这里展示的多为本地出土的当年明军守城留下的遗物，有陶器、生活用具、城砖等，里面还有以长城为主题的大型油画、雕塑和光电展示，可以前去参观。,全年 08:30-16:30开放,https://dimg04.c-ctrip.com/images/0101c120009zirh5jED81_D_521_391.jpg,0,
82,沈阳故宫4A,沈阳市沈河区沈阳路171号,4.7,8.6,沈阳故宫位于沈阳市沈河区，是中国现存完整的两座宫殿建筑群之一。后金入关前的皇宫，也是清朝迁都北京后的盛京行宫（也称奉天行宫）。沈阳故宫博物院不仅有精美的古代宫殿建筑，还以丰富的珍贵收藏而著称海内外，宫内收藏有大量旧皇宫遗留下来的宫廷文物，在宫中的各陈列馆可以观赏到这些珍贵的宝物。沈阳故宫按照建筑布局和建造先后，分为三部分：东路为努尔哈赤时期建造的大政殿与十王亭；中路为清太宗时期续建的大中阙，包括大清门、崇政殿、凤凰楼以及清宁宫、关雎宫、衍庆宫、永福宫等；西路则是乾隆时期增建的文溯阁等。整座皇宫楼阁林立，殿宇巍峨，雕梁画栋，富丽堂皇。大清门是盛京皇宫的正门，俗称午门，是一座面阔五间的硬山式建筑，房顶满铺琉璃瓦，饰以绿剪边，纹饰为凸出的海水云龙及象征吉祥的各种动物，做工精巧，栩栩如生。大清门庄严富丽，与整个宫殿建筑俨然一体，显得十分协调。崇政殿俗称“金銮殿”，是清太宗皇太极日常处理政务接见外国使臣的重要场所。殿内陈列有金漆云龙屏风、透雕金龙宝座、鎏金铜甪端炉等珍贵文物，崇政殿宝座上方高悬的“正大光明”牌匾是乾隆皇帝御笔亲书。大政殿俗称“八角殿”，清入关前也称“大殿”或“笃恭殿”，是清太祖努尔哈赤营建的重要宫殿，也是东路的主要建筑。清入关前，这里是举行皇帝登基、元旦、万寿节朝贺、筵宴典礼等重要庆典的地方，平时则用以举行议政王大臣会议或颁布重要诏令等。殿内陈设有金龙宝座、金漆屏风、嵌珐琅象驮瓶等珍贵文物，和康、乾、嘉、道东巡盛京时留下的墨迹，再现了当年大政殿的原貌。凤凰楼位于崇政殿以北，建造在4米高的青砖台基上，楼高三层，三滴水歇山式围廊，顶铺黄琉璃瓦，镶绿剪边。此楼有《盛京八景》之一的“凤楼晓日”、“凤楼观塔”等传称。凤凰楼上藏有乾隆御笔亲题的“紫气东来”匾。文溯阁建于1782年（乾隆四十七年），专为存放《文溯阁四库全书》而建，是沈阳故宫西路的主体建筑，《古今图书集成》也存于阁内。文溯阁建筑形式与其它宫殿红金为主的外檐彩饰迥然不同，其彩绘画题材也不用宫殿中常见的行龙飞凤，而是以“白马献书”、“翰墨卷册”等与藏书楼功用相谐的图案，给人以古雅清新之感。只因这是乾隆皇帝“东巡”时的读书之所。,01/01-01/26 周二-周五 09:00-16:30开放;02/05-02/09 周二-周五 09:00-16:30开放;02/11-04/09 周二-周五 09:00-16:30开放;01/01-01/26 周六-周日 08:30-17:00开放;02/05-02/09 周六-周日 08:30-17:00开放;02/11-04/09 周六-周日 08:30-17:00开放;01/0...,https://dimg04.c-ctrip.com/images/0104y120005s8h46cBC7C_D_521_391.jpg,0,
83,老虎滩海洋公园5A,大连市中山区滨海中路9号,4.4,8,老虎滩海洋公园坐落于大连的南部海滨，这里傍山依海，既是海洋动物和鸟类的世界，又是海滨风光胜地。你可以观看一场由白鲸、海狮、海豚带来的表演，而欢乐剧场中可爱的海狮和海象等你来解读它们的肢体语言。如果这些还看不够，那么你可去海兽馆里了解海狗、海豹们的生活，去看企鹅们的萌样，去珊瑚馆欣赏多彩的海底世界。还可坐上可以一览大连南部海滨风光的跨海空中索道，欣赏着老虎滩的全景到达“鸟语林”，去这座生活着孔雀、丹顶鹤、白鹭等数十种鸟的大鸟笼，感受一下鸟类的世界。此外，公园里还有海上观光游艇、根雕艺术馆、四维影院等项目，更有惊险刺激的侏罗纪激流探险、海盗船、蹦极、速降等游乐设施等你来尝试。玩累了，还能在小沙滩上走走、看看海。,全年 08:00-17:00开放,https://dimg04.c-ctrip.com/images/0103o12000f6s0xl5CA0D_D_521_391.jpg,0,
84,雷锋纪念馆4A,抚顺市望花区雷锋路东段61号,0,0,雷锋纪念馆位于抚顺市望花区和平路东段61号，是全国重点烈士纪念建筑物保护单位，也是世界少有的为一名普通士兵建造的大型纪念馆。抚顺是雷锋工作、生活和因公殉职的地方，主要的烈士纪念建筑物有雷锋纪念碑、雷锋塑像、雷锋陵园和雷锋事迹陈列馆。雷锋纪念馆内藏有雷锋遗物、照片等文物400多件。纪念馆园区内有凭吊区、展览区、碑林区、雕塑区、青少年教育活动区和综合服务区六大功能区。凭吊区内建有雷锋纪念碑、雷锋塑像、雷锋墓，常年有游人来此参观、举行纪念活动扫墓、献花。参观区内的雷锋事迹陈列馆内翔实地再现了雷锋短暂而光辉的一生，展品有雷锋蜡像、大型《青山魂》浮雕、复制《雷锋童年的茅草屋》场景、油画、题词碑等。,"全年 周二-周日 10:00-15:00开放;全年 周一 全天不开放;元旦节,春节,清明节,劳动节,端午节,中秋节,国庆节 09:00-17:00开放",https://dimg04.c-ctrip.com/images/100k0w000000ks7oiF4B1_D_521_391.jpg,0,
85,大连圣亚海洋世界4A,大连市沙河口区中山路608-6-8号(星海广场西500米),4.4,7.3,大连圣亚海洋世界由A股上市公司大连圣亚旅游控股股份有限公司倾力打造，是全国第三代海洋馆开创者，同时是文化产业示范基地、国家AAAA级旅游景区。目前在营项目共有海洋世界、极地世界、珊瑚世界、银河星海、厉害塔等五大场馆；并有3大主要表演节目：浪漫人鱼童话水秀《海豚湾之恋》、双人双鲸全水下表演《白鲸传奇》、逗趣人与动物互动表演秀《海狮嗨秀》，特色观赏产品包括：南极企鹅种源繁育基地——南极企鹅岛。景区实时跟踪主题公园发展趋势与游客消费体验需求，对景区软硬件不断更新改造，集文创生活、海洋主题餐饮、特色酒店、娱乐休闲体验等为一体的海洋特色“大连的城市客厅”，全年365天营业。海洋世界场馆：情景式海洋主题乐园，奇幻海底真旅程。馆内设置鲨鱼岩洞、联合号海底工作站、海底飞碟、舞鲨地带、海底飞行器、海底通道、发现故事走廊、勇气号蒸汽船、哈瓦那大道、《海豚湾之恋》表演场等多个核心游玩区域，独具海洋历史文化特色，为游客带来一场从陆地到海底再回归陆地的海洋探险之旅。极地世界场馆：横跨南北两极情景，极地动物大联盟，欢乐无限冰雪王国。馆内有白鲸、北极狼、北极狐、南极企鹅、斑海豹等多种极地珍稀海洋动物，以及《白鲸传奇》和《海狮嗨秀》两大精彩演艺，让游客尽享“极地”欢乐之旅。银河星海场馆：星辰大海的奇遇世界，探寻动物复活的无穷奥秘。整个场馆空间被打造为带着探索宇宙终极计划—“银河星海计划”的太空战舰“圣亚号”，内设北极熊、海狗、海狮、北极狼、南极企鹅、水獭等珍稀动物，2024年新增设了水豚、浣熊等多种陆地动物，大部分动物都可互动投喂，为游客开启一场奇妙的科普之旅。珊瑚世界场馆：珊瑚科技秘境，身临其境的水族海底花园。2021年，珊瑚世界场馆全面改造升级，集炫酷与智慧于一体，将高科技与古老海洋生物完美搭配，内有来自世界的100余个珊瑚礁、鱼类等生物群，六大核心游赏区域、高科技LED屏，触控导览系统、全息影像等数字多媒体技术，带游客“趣”玩不一样的科普海洋。厉害塔：一座由壁画为开篇，兼具艺术价值与娱乐气质的“厉害塔”，它还有一个很COOL的英文名HOLY HIGH。它是用艺术为旅游赋能，联合国潮艺术家文那，塑造景区山海文化主题产品。利用现有的空闲建筑空间，合理调整布局，把大连特色的“山海文化”用壁画的表达形式完美的呈现，让游客在欣赏国潮绘画艺术的同时又有新鲜刺激的科技体验。本着“创新、务实、服务、...,全年 09:00-17:00开放,https://dimg04.c-ctrip.com/images/0104n120009e4p7yj393F_D_521_391.jpg,0,
86,军港游园,辽宁省大连市旅顺口区黄河路6号,3.7,6.6,旅顺口景区坐落于大连市旅顺口区黄河路，白玉山南麓，旅顺军港北岸。南面对着旅顺口门的主航道，西与旅顺西港相连，建于1985年、占地面积为5000余平方米。2020年经过整修后的景区以军事主题打造，整体外形酷似中国首艘航母“辽宁舰”，威武的战舰、航母舰岛、舰载机等大型军事模型景观随处可见，走在里面，仿佛自己是置身于航母甲板之上。在旅顺口景区内看到的旅顺百年军港是世界五大天然不冻港之一，曾是清朝北洋水师重要的根据地，港口东西两山对峙，门户天成，港内隐蔽性和防风性良好，战略上易守难攻，号称“北洋第一军港”。站在岸上守望军港，山海静峙，波澜不惊，真的很难想象这里曾经历过的战火硝烟。,全年 08:00-16:30开放,https://dimg04.c-ctrip.com/images/1mh2112000beqmy3pFE20_D_521_391.jpg,0,
87,本溪水洞5A,辽宁省本溪市本溪满族自治县谢家崴子村,4.6,7.2,本溪水洞位于辽宁本溪市，是一个数十万年前形成的大型充水溶洞，是迄今世界上已发现的最长可乘船游览的地下暗河。整个景区是由水洞、地质博物馆、铁刹山及庙后山等景区组成，沿太子河呈带状分布，游客来此主要参观水洞及博物馆。而水洞内分水、旱二洞，有着许多形态各异的钟乳石，需泛舟游水洞。本溪水洞洞口座南朝北，洞口呈半月形，洞口上方写着“本溪水洞”四个大字。进入洞口便是“迎客厅”，这里非常大，可以容纳千人。从大厅向右便是一处有着300米长的旱洞，这里高低错落，洞中有洞，在洞的顶部和岩壁上可以看到很多钟乳石，形态各异，如古井、龙潭、百步池等景观。旱洞的尽头是一泓清潭，深不见底，而且透上来的水气非常寒冷。出了洞回到大厅，在大厅的正面是通往水洞的码头，这里的水面非常大，可以停靠40艘游船，在周边灯光的照射下，宛如一个幽静别致的港湾。游客从护岸石拾阶而下，通过长廊从码头上船，开始畅游水洞。整个水洞中有很多形态各异的钟乳石形成的景色，一路上在河流两岸可以看到形似宝莲灯、倚天长剑、鳄鱼头、玉米塔、独角犀、春笋、斜塔、大象、雪山等钟乳石，特别是玉米塔、玉象和雪山三景，更是名实相符，几乎可以乱真。除了两岸钟乳林立，石笋如画，千姿百态之外，洞顶也有钟乳高悬，非常晶莹斑斓，神趣盎然，整个行程约20分钟左右。参观完水洞之后出来可以前往附近的本溪地质博物馆参观，在这里可以了解到地球的诞生到现在主要的地质变化，馆中还陈列了很多该景区内的地质遗迹、史前遗迹等珍贵样本，观赏价值极高。餐饮景区内只有一个仅有的餐厅——水洞聚仙楼酒店，这里用餐较贵，建议游客来此可以自带食物。,全年 08:30-16:30开放,https://dimg04.c-ctrip.com/images/0106t1200087cyqv9D43A_D_521_391.jpg,0,
88,沈阳方特欢乐世界4A,辽宁省沈阳市沈北新区盛京大街55号,4.9,7.5,沈阳方特欢乐世界位于沈阳市沈北新区盛京大街，占地约50万平方米，由深圳华强集团精心打造，是东北地区规模颇大的第四代主题乐园。方特欢乐世界以科幻和互动体验为乐园特色，由飞越极限、疯狂成语、恐龙危机、生命之光、海螺湾、宇宙博览会、聊斋、熊出没历险记、熊出没脱口秀、火流星、神秘河谷、维苏威火山、飓风飞椅、双层旋转木马、空中飞舞等十几个大型主题项目区组成，涵盖主题项目、游乐项目、休闲及景观项目300多项，其中包括许多超大型游乐项目，绝大多数项目老少皆宜。这里有高空飞翔体验项目“飞越极限”、大型火山探险项目“维苏威火山”、大型恐龙复活灾难体验项目“恐龙危机”、让人琢磨不透的中国传统神话神奇演绎项目“聊斋”、色彩斑斓、如梦似幻的项目“海螺湾”、神奇的卡通互动项目“熊出没脱口秀等。,03/06-03/21 全天不开放;03/22-03/31 09:30-17:30开放,https://dimg04.c-ctrip.com/images/1lo6o12000iwtz51rA478_D_521_391.jpg,0,
89,辽宁省博物馆4A,辽宁省沈阳市浑南区智慧三街157号,4.8,7.4,辽宁省博物馆新馆坐落于沈阳市南郊，目前拥有11万余件藏品。目前一楼主要设有明清玉器瓷器展、中国古代碑志展、欧洲玻璃艺术珍品展、辽宁民间绣品展以及一些名人书画展等临时展览。后续还将逐步开放更多的展厅，届时可以看到大量的珍贵文物。辽宁省博物馆成立于1949年，是新中国的一座博物馆，原馆址位于市府广场东侧（现已关闭），新馆于2015年5月试开馆。辽宁省博物馆以辽宁地区考古出土文物和传世的历史艺术类文物为主体，藏品分为17类文物，其中尤以晋唐宋元书画精品、宋元明清缂丝刺绣、红山文化玉器、商周时期窖藏青铜器、辽代陶瓷、历代碑志、明清版画、古地图、清李佐贤《古泉汇》著录的历代货币等具有特色和影响。,01/01-01/28 周二-周日 09:00-16:30开放;02/17 周二-周日 09:00-16:30开放;02/24 周二-周日 09:00-16:30开放;03/01-07/12 周二-周日 09:00-16:30开放;09/01-12/31 周二-周日 09:00-17:00开放;01/01-01/28 周一 全天不开放;02/17 周一 全天不开放;02/24 周一 全天不...,https://dimg04.c-ctrip.com/images/0106v12000hyjy3z123E6_D_521_391.jpg,0,
90,“九•一八”历史博物馆4A,辽宁省沈阳市大东区望花南街46号,0,0,坐落于沈阳市区东北隅的“九·一八”历史博物馆是为纪念在“九·一八”事变中的受难同胞、警示国人勿忘国耻而建。馆内陈列着大量的史实照片、档案，还有各种侵华罪证物件、抗日烈士遗物等文物展品，从各个方面展示了侵华日军的史实罪证，以及沦陷区人民的苦难生活与不屈不挠的斗争事迹。这里是个很有意义的教育场所，很适合带孩子一起来学习历史、接受爱国主义思想的洗礼。博物馆的主体建筑很有特色，是一座残历碑造型的巨大石雕，碑形为翻到事变日期的台历，上面布满了弹痕与骷髅，寓意着倒在枪口下的千万个冤魂在呼号，残历碑上镌刻着“九·一八”事变的日期和时间，以及事变简介。从残历碑正面拱形门进入正厅，迎面黑色大理石上刻有“勿忘国耻”四个大字，字上方的残月形时钟时针指着10时20分，这是侵华日军进攻北大营的时刻。建议跟随讲解员听详细的讲解。也可以在入口处租用语音导览机。要注意博物馆内不能拍照。博物馆内大致分为四个部分：第一部分介绍了“九·一八”事变的预谋过程以及当时东北军的部署状况，还通过光影演示了日军暗杀张作霖并炸毁火车然后，诬称中国军队破坏铁路、袭击日军守备队的过程；第二部分展示了日军占领东北后残害中国老百姓的血腥情景；第三部分介绍了中国人民与日本侵略者的抗争事迹；第四部分介绍近年来的中日关系，同时提醒世人警惕日本军国主义的复苏，时刻以史为鉴。在馆中，可以看到很多逼真的蜡像，展示了日军“731部队”残忍血腥的人体试验、八路军战士的生活和战斗等场景。你能看到日军的运尸车、弹等罪证，以及和被屠杀的同胞身上的手表、烟嘴、子弹头等物品。还能见到不少缴获的日军军旗、武器、军刀等物件，还有八路军用过的战刀等物品。,01/01-01/26 周二-周日 09:00-16:30开放;01/29-02/02 周二-周日 09:00-16:30开放;02/04-02/09 周二-周日 09:00-16:30开放;02/11-12/31 周二-周日 09:00-16:30开放;01/01-01/26 周一 全天不开放;01/29-02/02 周一 全天不开放;02/04-02/09 周一 全天不开放;02/11...,https://dimg04.c-ctrip.com/images/0100q12000isot34f2A6B_D_521_391.jpg,0,
91,哈尔滨冰雪大世界,黑龙江省哈尔滨市松北区松北大道西侧,4.4,9.9,中国·哈尔滨冰雪大世界始创于1999年，是由哈尔滨市政府为迎接千年庆典神州世纪游活动，凭借哈尔滨的冰雪资源优势，而推出的大型冰雪艺术精品工程，年接待游客超过百万人次。景区先后获得具有影响力冰雪旅游目的地奖、青少年喜爱的龙江冰雪景区、龙江佳旅游目的地、中国旅游产业投资百强企业、黑龙江文化产业十大品牌、首届黑龙江省政府质量奖等诸多荣誉。如今的哈尔滨冰雪大世界，早已成为哈尔滨亮丽的城市名片、国内冬季热门的景区、国际知名冰雪旅游品牌。,02/28-12/15 10:00-21:30开放，第二十六届哈尔滨冰雪大世界已于2025年2月26日晚正式结束，哈尔滨冰雪大世界四季冰雪项目于2月27日续写欢乐新篇章，以上为哈尔滨冰雪大世界四季冰雪项目营业时间。,https://dimg04.c-ctrip.com/images/1lo3r12000irszr11A407_D_521_391.jpg,0,
92,太阳岛风景区5A,哈尔滨市松北区太阳大道1号,4.5,7.7,历史起源太阳岛风景区是位于哈尔滨市区松花江北岸的江心小岛，早年满族在此渔猎，松花江盛产鳊花鱼，在满语中这种鱼的叫法和汉语“太阳”的发音极为相似，久传至今，就被称为太阳岛了。清代康熙年间，太阳岛就被作为水师营被开发利用，后来被清朝政府作为水师查兵和训练的基地。随着中东铁路的修建和前苏联十月革命的成功，大量的俄国和欧洲的侨民涌入哈尔滨。他们被太阳岛上的自然景色，美丽风光所吸引，在岛上修建房屋，建造度假的别墅餐厅，游玩娱乐的各种设施，并在这里狩猎、钓鱼、野餐、野浴，这些充满异国情调的建筑也成为了太阳岛上独特的人文景观。景区亮点#纯粹的郊野风光#太阳岛自然风景异常秀美。全岛碧水环抱，水光潋滟，原野风光粗犷中带着质朴。公园内的天鹅湖、太阳瀑、水阁云天、松鼠岛等景观，更是将人与自然和谐演绎的淋漓尽致。#精美的俄式建筑#在岛上存有大量欧式别墅建筑，是俄国人夏季避暑的场所，这些建筑小品掩映在满眼绿色的林木之中，唯美而极富情调。园内还有体验俄式民俗的俄罗斯风情小镇，是遗存在岛上的上十栋俄式木楞房子修缮的。,全年 08:30-17:00开放,https://dimg04.c-ctrip.com/images/100i0y000000lwabz98EA_D_521_391.jpg,0,
93,五大连池风景区5A,黑河市五大连池市五大连池镇药泉东路北侧,4.6,6.6,五大连池风景区位于黑龙江省黑河市，这里分布着十四座火山体，构成了奇特壮观的火山地貌景观。五大连池得名于这里的五个大小不一的堰塞湖，景区内随处可见大片的绳状、麻花状、木排状等各种熔岩地貌。登上火山口可远眺景区全貌，欣赏温泉湖区的秀美风光，看到地上披满苔藓的树林，以及盛夏也挂着冰柱的地下冰洞。当然你也可以去尝尝冷矿泉，看看和我们平常喝的究竟有什么不同。每年的4-9月是五大连池的旅游季。春季可见熔岩上披着地衣苔藓、林间盛开着五彩野花；夏季绿叶苍翠，湖面明澈如镜，整个景区色彩明晰；而深秋时，这里的山杨、白桦等各种植物渲染出大片的红色和金黄，是赏秋名地、更是摄影天堂。五大连池的五个池中，头池较小。较大的是第三池（又称白龙湖），蓝色的湖水透着淡紫色，湖底倒映着蓝天白云和火山，美如仙境，夏季还可在湖滩上赤脚走走。每天早上八时前和下午四时后，是湖面为明澈如镜的时候。另外，四池连着五池有成片的芦苇湿地，常有鸟类栖息，风景也不错。黑龙山也叫“老黑山”，位于景区西部，满山都是黑色的浮石。它是14座火山中较高的一座，200年前喷发过一次。山顶是巨大的火山口，爬上山顶后可沿着步道俯视景象森然的内壁，也可远眺五大连池和其余的火山锥。该景区内需乘坐电瓶车，除此之外还会带游客去近观附近的另一座火山“火烧山”。来到景区东部的龙门石寨，可以看到几十万年前石啸山崩的地质遗迹。走在木栈道上，两边是黑乎乎的石海，还可见到因火山喷发和地震形成的许多石柱，它们或形若石兽或如塔似锥，有的好似倒塌的古城墙，甚至有城堡一样的高垒。水晶宫和白龙洞位于五大连池镇去往龙门石寨的途中，这两个景点都是熔岩冰洞。水晶宫的洞壁满是奇形怪状的熔岩，洞顶有钟乳垂下来；白龙洞则是一条500多米长的地下冰河，洞内同样霜花遍布。由于这些洞内常年温度都在摄氏零下5度，所以有“三伏赏冰雪”的说法，这里人工雕琢的冰灯也是惟妙惟肖。泉水也是景区内的一大亮点，其中较美的当属温泊。温泊位于景区中部，是三个终年不结冻的小型温泉湖泊。走在蜿蜒的木栈道上，可见湖边绿叶葱葱，清澈的湖水中有斑斓的水草和水藓。走完栈道接着会坐景区的游船沿着石龙河前行，上了岸就是出口了。五大连池还有各种可饮用的天然冷矿泉，位于景区西南的北药泉和南药泉（也叫北饮泉、南饮泉）是离五大连池镇很近的两个景点，它们隔道相对。它们口感不同，但都清冽爽口，非常值得尝试。,5/1-9/30 08:00-17:00开放;10/1-4/30 08:30-16:00开放,https://dimg04.c-ctrip.com/images/0106c12000j19xs7i1CBC_D_521_391.jpg,0,
94,镜泊湖风景区5A,牡丹江市宁安市,4.3,7.7,镜泊湖是著名的避暑胜地，位于牡丹江所辖宁安市境内，距牡丹江约两小时车程，它是由于万年前火山喷发而形成的，高山堰塞湖。相传很久很久以前，牡丹江畔住着一个美丽善良的红罗女。她有一面宝镜。哪里的人们有苦难，她只要用宝镜一照，便可以消灾弭祸。这件事传到了天庭，引起了王母娘娘的忌妒，她派天神盗走了宝镜。红罗女上天索取，发生了争执，宝镜从天上掉了下来，就变成了镜泊湖。每年6-9月是这里的旅游季，处处是秀丽的山峦和葱郁的树林，坐上游船可在湖上欣赏两岸风光。此时镜泊湖北端的吊水楼瀑布水量充沛、颇为壮观，而行走在火山口地下森林中则可感受清凉。镜泊湖风景区目前主要分为镜泊湖主景区、镜泊峡谷、火山口地下森林三大景区。镜泊湖主景区包括了吊水楼瀑布和百里长湖两大部分，全程游览约4-5小时，购主景区门票后需按指纹进行登记，可48小时内两次进出景区。吊水楼瀑布是镜泊湖有名的景观，每到夏季尤其雨后这里水流轰鸣、气势磅礴，你还可以站在瀑布对面的悬崖上欣赏中国悬崖跳水第一人——狄焕然的跳水表演。百里长湖是指镜泊湖湖区，可在镜泊山庄码头坐游船游湖，大约1.5-2小时，在船上可欣赏毛公山、大孤山、小孤山、道士山等景观，以及湖边石崖白石砬子、城墙砬子、老鸹砬子等景观，建议坐在船头，以便更好地欣赏风景。除此以外，主景区内还有红罗女文化园、药师古刹、奇境碑园等小景点。镜泊峡谷与吊水楼瀑布邻近，也位于镜泊湖北端。峡谷里水流潺潺，你可以行走在火山岩石上、欣赏形状各异的“冰臼”奇观，这里还有小型瀑布和朝鲜族民族等景观，夏季时还可以玩皮艇漂流。景区不大，景点比较集中，通常游玩2-3小时。火山口地下森林位于镜泊湖西北约50公里处，镜泊湖主景区门口有车可到，约半小时车程。这里从东南向西北排列着七个火山口，里面被森林覆盖。站在火山口俯瞰，一派郁郁葱葱，而行走在山口底部，头顶遮天蔽日，在夏季时尤其凉爽。该景区游览时间约2小时，森林里的温度要比外面低几度，要注意衣着保暖。游镜湖景区一般需花两天的时间游览。如果中午到达，可以先游览地下森林；第二天上午游览主景区、下午游览镜泊峡谷，如果对历史遗迹有兴趣，下午也可以去景区东北部的渤海国上京龙泉府宫城遗址参观。如果只有一天时间，建议只游览主景区，牡丹江火车站前有车可直接往返景区门口，但仅上午有车。主景区内的镜泊山庄一带有几家宾馆，但价格比城镇要贵，主景区北门附近也有不少当地村民开...,全年 全天开放,https://dimg04.c-ctrip.com/images/1lo1f12000hfnfuvt9BD5_D_521_391.jpg,0,
